claim_id|claim_number|policy_id|loss_date|fnol_date|reported_date|peril_type|loss_description|claim_status|reserve_amount|settlement_amount|close_date|adjuster_id|adjuster_notes|subrogation_flag|fraud_flag|cat_event_name|litigation_flag|created_date|modified_date
CLM00008732|CLM-2024-2974612|POL0004769|2023-04-17|2023-07-05|2023-07-05|Hail|Hail related loss reported by policyholder|Withdrawn||||ADJ4326|Awaiting appraisal.|N|N||N|2023-07-05|2023-08-18
CLM00008733|CLM-2024-7868587|POL0003025|2020-08-18|2020-10-02|2020-10-02|Flood|Flood related loss reported by policyholder|Withdrawn|62284.02|||ADJ8727||N|N|Hurricane Laura|N|2020-10-02|2021-01-20
CLM00008734|CLM-2024-2659478|POL0001828|2020-11-07|2020-11-19|2020-11-19|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Open|4387.88||||Documentation pending.|Y|N||N|2020-11-19|2021-01-19
CLM00008735|CLM-2024-9194309|POL0003019|2024-12-23|2025-01-10|2025-01-10|Comprehensive|Comprehensive related loss reported by policyholder|Settled|126522.35|62741.8|2025-03-20|ADJ4739|Third party involved.|N|N||N|2025-01-10|2025-04-18
CLM00008736|CLM-2024-3551302|POL0004419|2022-07-10|2022-07-15|2022-07-15|Wind/Hail|Wind/Hail related loss reported by policyholder|Under Review|49563.07|||ADJ1371|Documentation pending.|N|N||N|2022-07-15|2022-12-25
CLM00008737|CLM-2024-1894225|POL0004425|2021-12-16|2022-01-10|2022-01-10|Property Damage|Property Damage related loss reported by policyholder|Denied|89997.3|||ADJ4732||N|N||N|2022-01-10|2022-01-14
CLM00008738|CLM-2024-2107810|POL0000590|2021-06-17|2021-08-01|2021-08-01|Fire|Fire related loss reported by policyholder|Withdrawn||||ADJ3420|Awaiting appraisal.|Y|N||N|2021-08-01|2021-10-05
CLM00008739|CLM-2024-8058792|POL0000463|2018-09-01|2018-10-06|2018-10-06|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|117694.54|||ADJ3879|Awaiting appraisal.|Y|N||N|2018-10-06|2018-12-06
CLM00008740|CLM-2024-7751802|POL0003675|2021-02-21|2021-02-23|2021-02-23|Lightning|Lightning related loss reported by policyholder|Under Review|68298.17|||ADJ6378|Initial inspection completed. Damage confirmed.|N|N||N|2021-02-23|2021-07-04
CLM00008741|CLM-2024-5423118|POL0002618|2024-02-21|2024-03-17|2024-03-17|Wind/Hail|Wind/Hail related loss reported by policyholder|Settled|94191.74|82520.61|2024-11-27|ADJ5896||N|N||N|2024-03-17|2024-09-09
CLM00008742|CLM-2024-4124193|POL0001022|2018-11-21|2018-11-27|2018-11-27|Collision|Collision related loss reported by policyholder|Denied|5254.6|||ADJ4038|Awaiting appraisal.|N|N||N|2018-11-27|2019-03-22
CLM00008743|CLM-2024-5436573|POL0001113|2019-08-23|2019-09-19|2019-09-19|Property Damage|Property Damage related loss reported by policyholder|Withdrawn|125352.9|||ADJ2966||N|N||N|2019-09-19|2019-11-12
CLM00008744|CLM-2024-3957105|POL0002880|2019-02-21|2019-03-29|2019-03-29|Property Damage|Property Damage related loss reported by policyholder|Pending|11490.56|||ADJ6174||Y|N||N|2019-03-29|2019-08-16
CLM00008745|CLM-2024-6571856|POL0001717|2024-08-16|2024-08-29|2024-08-29|Comprehensive|Comprehensive related loss reported by policyholder|Closed|96793.88|82036.58|2024-12-18|ADJ3064||N|N||N|2024-08-29|2024-09-06
CLM00008746|CLM-2024-8038415|POL0003253|2022-04-12|2022-05-15|2022-05-15|Theft|Theft related loss reported by policyholder|Denied|68027.69|||ADJ8389|Awaiting appraisal.|N|N||N|2022-05-15|2022-05-27
CLM00008747|CLM-2024-1972268|POL0003988|2021-06-21|2021-07-04|2021-07-04|Hail|Hail related loss reported by policyholder|Closed|24829.65|10136.09|2021-08-10|ADJ8869|Initial inspection completed. Damage confirmed.|N|N||N|2021-07-04|2021-12-09
CLM00008748|CLM-2024-1956795|POL0004837|2021-10-16|2021-11-03|2021-11-03|Business Interruption|Business Interruption related loss reported by policyholder|Pending|95555.8|||ADJ9889||N|N||N|2021-11-03|2022-03-13
CLM00008749|CLM-2024-2399451|POL0003780|2022-05-01|2022-09-20|2022-09-20|Flood|Flood related loss reported by policyholder|Closed|14467.52|9996.61|2022-12-06|||N|N||N|2022-09-20|2023-03-14
CLM00008750|CLM-2024-5484673|POL0000475|2023-02-10|2023-02-15|2023-02-15|Comprehensive|Comprehensive related loss reported by policyholder|Open|106749.19|||ADJ3832||Y|N||N|2023-02-15|2023-04-24
CLM00008751|CLM-2024-7216926|POL0004418|2022-05-27|2022-06-10|2022-06-10|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|94798.48|58981.42|2022-08-11|ADJ2886|Initial inspection completed. Damage confirmed.|N|N||N|2022-06-10|2022-11-25
CLM00008752|CLM-2024-9869755|POL0003565|2022-04-25|2022-05-21|2022-05-21|Collision|Collision related loss reported by policyholder|Open|109481.7||||Awaiting appraisal.|Y|N||N|2022-05-21|2022-07-08
CLM00008753|CLM-2024-9624161|POL0004627|2019-03-04|2019-03-19|2019-03-19|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Open|99123.4|||ADJ2108|Third party involved.|N|N||N|2019-03-19|2019-04-16
CLM00008754|CLM-2024-6619119|POL0004382|2022-05-02|2022-06-13|2022-06-13|Water Damage|Water Damage related loss reported by policyholder|Open|13883.01|||ADJ4930|Documentation pending.|Y|N||N|2022-06-13|2022-09-04
CLM00008755|CLM-2024-3748427|POL0000357|2021-08-10|2021-08-12|2021-08-12|Fire|Fire related loss reported by policyholder|Pending|125224.93|||ADJ6755||Y|N||N|2021-08-12|2021-10-16
CLM00008756|CLM-2024-6890007|POL0003517|2020-06-29|2020-08-12|2020-08-12|Hail|Hail related loss reported by policyholder|Closed|20532.53|6423.06|2021-09-26|ADJ9758|Documentation pending.|N|N||N|2020-08-12|2020-10-04
CLM00008757|CLM-2024-7842040|POL0001937|2023-11-04|2023-11-22|2023-11-22|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|103015.07|||ADJ3221||N|N||N|2023-11-22|2024-01-28
CLM00008758|CLM-2024-7861926|POL0003510|2023-12-29|2024-01-09|2024-01-09|Foundation Damage|Foundation Damage related loss reported by policyholder|Closed|125840.47|91909.13|2025-05-16|ADJ6705||N|N||N|2024-01-09|2024-03-21
CLM00008759|CLM-2024-1600160|POL0002105|2024-07-27|2024-09-01|2024-09-01|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|24707.9|19789.41|2025-12-29|ADJ9802|Documentation pending.|N|N||N|2024-09-01|2024-09-19
CLM00008760|CLM-2024-2564109|POL0001060|2020-08-11|2020-08-15|2020-08-15|Comprehensive|Comprehensive related loss reported by policyholder|Denied|47315.66|||ADJ7377||N|N||N|2020-08-15|2021-02-05
CLM00008761|CLM-2024-6131728|POL0003782|2022-12-01|2022-12-05|2022-12-05|Comprehensive|Comprehensive related loss reported by policyholder|Closed|64852.7|56799.35|2023-08-21|ADJ9335|Documentation pending.|Y|N||N|2022-12-05|2022-12-10
CLM00008762|CLM-2024-1765111|POL0001406|2019-03-02|2019-03-27|2019-03-27|Flood|Flood related loss reported by policyholder|Closed|51415.33|19017.3|2020-04-06|ADJ4455||Y|N||N|2019-03-27|2019-07-01
CLM00008763|CLM-2024-9705303|POL0002171|2021-02-23|2021-03-10|2021-03-10|Comprehensive|Comprehensive related loss reported by policyholder|Closed||||ADJ1168|Initial inspection completed. Damage confirmed.|Y|N||N|2021-03-10|2021-09-02
CLM00008764|CLM-2024-1226285|POL0001717|2024-01-26|2024-04-14|2024-04-14|Fire|Fire related loss reported by policyholder|Denied|106182.53|||ADJ9966||N|N||N|2024-04-14|2024-07-10
CLM00008765|CLM-2024-2995578|POL0002334|2019-03-08|2019-03-16|2019-03-16|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|66267.77|||ADJ7927||N|N||N|2019-03-16|2019-09-08
CLM00008766|CLM-2024-7184310|POL0004244|2018-11-07|2018-11-28|2018-11-28|Theft|Theft related loss reported by policyholder|Denied|37855.92|||ADJ1933|Awaiting appraisal.|N|N||N|2018-11-28|2018-12-02
CLM00008767|CLM-2024-8794500|POL0004978|2019-07-27|2019-08-27|2019-08-27|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Settled|27848.61|16479.79|2020-08-08|ADJ5203||N|N||N|2019-08-27|2019-12-27
CLM00008768|CLM-2024-6748714|POL0002197|2023-07-16|2023-08-11|2023-08-11|Hail|Hail related loss reported by policyholder|Closed|97103.23|57815.0|2024-03-13|ADJ9295||N|N||N|2023-08-11|2023-08-15
CLM00008769|CLM-2024-2863973|POL0000328|2024-11-25|2024-12-28|2024-12-28|Theft|Theft related loss reported by policyholder|Closed|86798.52|77589.38|2025-09-29|ADJ3298||N|N||N|2024-12-28|2025-03-22
CLM00008770|CLM-2024-7104088|POL0004559|2020-11-14|2020-11-14|2020-11-14|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed||||ADJ2267|Documentation pending.|Y|N||N|2020-11-14|2021-02-26
CLM00008771|CLM-2024-1547757|POL0002876|2021-01-06|2021-01-22|2021-01-22|General Liability|General Liability related loss reported by policyholder|Settled|32090.62|20063.45|2021-10-19|ADJ5718||N|N||N|2021-01-22|2021-05-29
CLM00008772|CLM-2024-7804179|POL0004214|2021-10-24|2021-12-02|2021-12-02|Fire|Fire related loss reported by policyholder|Settled|29211.49|21156.29|2022-05-04||Initial inspection completed. Damage confirmed.|N|N||N|2021-12-02|2022-01-29
CLM00008773|CLM-2024-7227511|POL0004203|2024-12-22|2025-01-15|2025-01-15|Comprehensive|Comprehensive related loss reported by policyholder|Under Review|111603.14|||ADJ5935||Y|N||N|2025-01-15|2025-01-26
CLM00008774|CLM-2024-3953556|POL0001556|2024-03-24|2024-04-14|2024-04-14|Fire|Fire related loss reported by policyholder|Settled|80302.68|40721.39|2024-06-01|ADJ5738|Initial inspection completed. Damage confirmed.|N|N||N|2024-04-14|2024-06-12
CLM00008775|CLM-2024-5871636|POL0001177|2020-06-08|2020-06-21|2020-06-21|Vandalism|Vandalism related loss reported by policyholder|Closed|83787.11|90757.02|2021-05-02|ADJ6322|Awaiting appraisal.|N|Y||N|2020-06-21|2020-11-13
CLM00008776|CLM-2024-8469901|POL0003366|2024-09-18|2024-10-04|2024-10-04|Flood|Flood related loss reported by policyholder|Pending|92878.5|||ADJ7575|Documentation pending.|N|N||N|2024-10-04|2024-12-02
CLM00008777|CLM-2024-1056889|POL0003639|2022-07-03|2022-07-24|2022-07-24|Vandalism|Vandalism related loss reported by policyholder|Settled|88062.44|46122.57|2023-10-24|ADJ1233||N|N||N|2022-07-24|2022-12-26
CLM00008778|CLM-2024-5504022|POL0003207|2021-09-18|2021-10-20|2021-10-20|Hit and Run|Hit and Run related loss reported by policyholder|Closed|100019.85|60492.5|2022-12-17|ADJ9938||N|N||N|2021-10-20|2021-11-17
CLM00008779|CLM-2024-5861961|POL0002608|2021-12-27|2022-01-16|2022-01-16|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Open|22569.47|||ADJ2226|Awaiting appraisal.|N|N||N|2022-01-16|2022-06-16
CLM00008780|CLM-2024-2446277|POL0001567|2020-11-16|2020-12-13|2020-12-13|Foundation Damage|Foundation Damage related loss reported by policyholder|Pending|70518.65|||ADJ5491||N|N||N|2020-12-13|2021-02-19
CLM00008781|CLM-2024-9254516|POL0004941|2024-08-18|2024-09-16|2024-09-16|Hit and Run|Hit and Run related loss reported by policyholder|Pending|37968.58|||ADJ1561|Initial inspection completed. Damage confirmed.|Y|N||N|2024-09-16|2025-01-02
CLM00008782|CLM-2024-9884315|POL0003301|2022-04-20|2022-05-26|2022-05-26|Property Damage|Property Damage related loss reported by policyholder|Settled|90388.7|29663.22|2022-11-20|ADJ2309||Y|N||N|2022-05-26|2022-10-26
CLM00008783|CLM-2024-7563715|POL0003785|2020-06-27|2020-07-25|2020-07-25|Fire|Fire related loss reported by policyholder|Pending|141065.2|||ADJ3066||Y|N||N|2020-07-25|2020-09-26
CLM00008784|CLM-2024-6491727|POL0003816|2020-06-26|2020-12-06|2020-12-06|Flood|Flood related loss reported by policyholder|Pending|50751.47|||ADJ8058|Documentation pending.|N|N||N|2020-12-06|2021-05-21
CLM00008785|CLM-2024-9676783|POL0001475|2023-07-27|2023-08-08|2023-08-08|Tree Fall|Tree Fall related loss reported by policyholder|Closed|61482.8|61733.53|2024-03-26|ADJ4463|Initial inspection completed. Damage confirmed.|N|N||N|2023-08-08|2023-12-18
CLM00008786|CLM-2024-4162458|POL0000684|2021-03-11|2021-03-31|2021-03-31|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|21979.87|||ADJ1025||N|N||N|2021-03-31|2021-06-18
CLM00008787|CLM-2024-6139998|POL0002933|2022-09-27|2022-11-10|2022-11-10|Flood|Flood related loss reported by policyholder|Open|73367.86|||ADJ3945||N|N|Hurricane Ian|N|2022-11-10|2023-04-28
CLM00008788|CLM-2024-1942938|POL0003161|2022-06-13|2022-06-20|2022-06-20|Vandalism|Vandalism related loss reported by policyholder|Closed|57281.88|53777.79|2023-12-04|ADJ9850|Awaiting appraisal.|N|N||N|2022-06-20|2022-11-12
CLM00008789|CLM-2024-7669383|POL0001399|2024-10-07|2024-10-25|2024-10-25|Theft|Theft related loss reported by policyholder|Pending|91204.05|||ADJ5212||N|N||N|2024-10-25|2025-02-01
CLM00008790|CLM-2024-4438552|POL0004655|2023-03-21|2023-08-25|2023-08-25|Fire|Fire related loss reported by policyholder|Denied|5125.59||||Third party involved.|N|N||N|2023-08-25|2023-09-01
CLM00008791|CLM-2024-4854819|POL0004033|2022-01-24|2022-02-02|2022-02-02|Wind/Hail|Wind/Hail related loss reported by policyholder|Under Review|140603.7|||ADJ2771|Initial inspection completed. Damage confirmed.|Y|N||N|2022-02-02|2022-03-06
CLM00008792|CLM-2024-5886814|POL0002748|2022-11-17|2022-11-19|2022-11-19|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Open|32130.32|||ADJ9742||Y|N||N|2022-11-19|2022-11-21
CLM00008793|CLM-2024-5810575|POL0003747|2021-10-30|2021-11-11|2021-11-11|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Pending|90096.77|||ADJ4624||N|N||Y|2021-11-11|2022-02-17
CLM00008794|CLM-2024-6387833|POL0000593|2021-04-21|2021-05-31|2021-05-31|Fire|Fire related loss reported by policyholder|Closed|97332.49|58672.58|2021-12-14|ADJ3459|Initial inspection completed. Damage confirmed.|N|N||N|2021-05-31|2021-10-05
CLM00008795|CLM-2024-5863036|POL0002421|2018-12-25|2018-12-25|2018-12-25|Hit and Run|Hit and Run related loss reported by policyholder|Closed|112528.06|64443.32|2020-05-12|ADJ4718|Awaiting appraisal.|Y|N||N|2018-12-25|2019-02-07
CLM00008796|CLM-2024-9007077|POL0004519|2019-01-25|2019-02-18|2019-02-18|Tree Fall|Tree Fall related loss reported by policyholder|Closed|127210.01|42462.52|2020-02-22|ADJ9532|Documentation pending.|N|N||N|2019-02-18|2019-06-19
CLM00008797|CLM-2024-5046690|POL0003424|2022-02-25|2022-04-11|2022-04-11|Flood|Flood related loss reported by policyholder|Closed|9666.03|10473.3|2022-05-07|ADJ4946||N|N||N|2022-04-11|2022-05-22
CLM00008798|CLM-2024-6448088|POL0002926|2021-03-19|2021-04-27|2021-04-27|Comprehensive|Comprehensive related loss reported by policyholder|Closed|65310.49|30742.79|2021-09-23|ADJ9444||N|N||N|2021-04-27|2021-05-23
CLM00008799|CLM-2024-9761064|POL0001999|2024-05-18|2024-05-30|2024-05-30|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|119039.92|||ADJ3308||N|N||N|2024-05-30|2024-08-18
CLM00008800|CLM-2024-6573020|POL0001757|2024-08-05|2024-09-19|2024-09-19|Property Damage|Property Damage related loss reported by policyholder|Denied|142180.76|||ADJ2066||N|N||N|2024-09-19|2024-11-04
CLM00008801|CLM-2024-6906703|POL0003189|2023-06-11|2023-06-14|2023-06-14|Property Damage|Property Damage related loss reported by policyholder|Settled|23846.35|16553.73|2024-01-18|ADJ5559||N|N||N|2023-06-14|2023-07-30
CLM00008802|CLM-2024-9438129|POL0002837|2021-08-22|2021-09-03|2021-09-03|Pipe Burst|Pipe Burst related loss reported by policyholder|Under Review|68521.62|||ADJ8239||N|N||N|2021-09-03|2021-11-28
CLM00008803|CLM-2024-9480433|POL0002895|2021-04-02|2021-05-02|2021-05-02|Pipe Burst|Pipe Burst related loss reported by policyholder|Closed|12626.93|4925.32|2022-10-08|ADJ6373|Third party involved.|Y|N||N|2021-05-02|2021-08-03
CLM00008804|CLM-2024-5476658|POL0004113|2020-04-30|2020-05-14|2020-05-14|Fire|Fire related loss reported by policyholder|Closed|51739.55|46839.01|2020-06-26|ADJ2393|Third party involved.|Y|N||N|2020-05-14|2020-08-29
CLM00008805|CLM-2024-7902660|POL0000003|2023-11-01|2023-11-06|2023-11-06|Fire|Fire related loss reported by policyholder|Closed|1998.84|1453.84|2024-03-27|ADJ9404||N|N||N|2023-11-06|2024-03-29
CLM00008806|CLM-2024-5925386|POL0003362|2020-07-10|2020-07-22|2020-07-22|Water Damage|Water Damage related loss reported by policyholder|Pending|5002.63|||ADJ4911|Third party involved.|Y|N||N|2020-07-22|2020-11-12
CLM00008807|CLM-2024-1587972|POL0004438|2022-11-14|2022-12-09|2022-12-09|Pipe Burst|Pipe Burst related loss reported by policyholder|Denied|22045.84|||ADJ2216||N|N||N|2022-12-09|2023-01-17
CLM00008808|CLM-2024-6707685|POL0002777|2020-12-06|2020-12-25|2020-12-25|Theft|Theft related loss reported by policyholder|Denied|129245.44|||ADJ9998||Y|N||N|2020-12-25|2021-05-10
CLM00008809|CLM-2024-8581796|POL0000512|2023-12-09|2023-12-14|2023-12-14|Wind/Hail|Wind/Hail related loss reported by policyholder|Open|78280.62|||ADJ7369||N|N||N|2023-12-14|2024-02-20
CLM00008810|CLM-2024-7359736|POL0000908|2024-06-04|2024-06-13|2024-06-13|Fire|Fire related loss reported by policyholder|Under Review|124603.05|||ADJ3226|Initial inspection completed. Damage confirmed.|N|N||N|2024-06-13|2024-08-28
CLM00008811|CLM-2024-9047015|POL0004800|2022-01-06|2022-02-04|2022-02-04|Hit and Run|Hit and Run related loss reported by policyholder|Denied|22536.56|||ADJ9765||Y|N||N|2022-02-04|2022-03-26
CLM00008812|CLM-2024-5111059|POL0004990|2024-08-08|2024-08-10|2024-08-10|Flood|Flood related loss reported by policyholder|Open|112355.54|||ADJ9402||N|N||N|2024-08-10|2024-11-21
CLM00008813|CLM-2024-5242013|POL0003112|2023-03-03|2023-03-20|2023-03-20|Hit and Run|Hit and Run related loss reported by policyholder|Open|27672.51||||Initial inspection completed. Damage confirmed.|N|N||N|2023-03-20|2023-06-20
CLM00008814|CLM-2024-8030546|POL0000382|2023-10-04|2023-10-24|2023-10-24|Flood|Flood related loss reported by policyholder|Denied|104825.62|||ADJ4538||Y|N||N|2023-10-24|2023-11-12
CLM00008815|CLM-2024-7333644|POL0003099|2022-12-09|2022-12-15|2022-12-15|Fire|Fire related loss reported by policyholder|Withdrawn|40991.22|||ADJ7839|Initial inspection completed. Damage confirmed.|N|N||N|2022-12-15|2023-05-06
CLM00008816|CLM-2024-1648634|POL0001361|2024-05-08|2024-06-17|2024-06-17|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|123783.67|||ADJ4855||N|N||N|2024-06-17|2024-08-18
CLM00008817|CLM-2024-8845344|POL0000558|2021-12-15|2022-01-16|2022-01-16|Tree Fall|Tree Fall related loss reported by policyholder|Open|58049.31|||ADJ9220|Initial inspection completed. Damage confirmed.|N|N||N|2022-01-16|2022-06-15
CLM00008818|CLM-2024-7972359|POL0001039|2020-10-06|2020-11-03|2020-11-03|Vandalism|Vandalism related loss reported by policyholder|Pending|7566.47|||ADJ4876|Documentation pending.|N|N||N|2020-11-03|2021-02-09
CLM00008819|CLM-2024-3804359|POL0003781|2022-11-12|2022-12-04|2022-12-04|Vandalism|Vandalism related loss reported by policyholder|Open|7197.4|||ADJ3241|Awaiting appraisal.|N|N||N|2022-12-04|2023-04-04
CLM00008820|CLM-2024-1681771|POL0003419|2022-07-13|2022-07-19|2022-07-19|Collision|Collision related loss reported by policyholder|Denied|33293.18|||ADJ8559|Initial inspection completed. Damage confirmed.|N|N||N|2022-07-19|2022-09-19
CLM00008821|CLM-2024-8379388|POL0004200|2021-08-18|2021-09-06|2021-09-06|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|129576.59|48545.77|2022-10-26|ADJ4797||Y|N||N|2021-09-06|2022-02-11
CLM00008822|CLM-2024-7767079|POL0001207|2020-12-04|2021-05-11|2021-05-11|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Withdrawn|42608.26|||ADJ1620||N|N||N|2021-05-11|2021-07-28
CLM00008823|CLM-2024-5078140|POL0004579|2021-10-14|2021-10-20|2021-10-20|Tree Fall|Tree Fall related loss reported by policyholder|Settled|85136.52|86135.64|2023-03-23|ADJ7981|Documentation pending.|N|N||N|2021-10-20|2022-04-06
CLM00008824|CLM-2024-5863575|POL0001348|2022-02-10|2022-03-21|2022-03-21|Collision|Collision related loss reported by policyholder|Withdrawn|101525.96|||ADJ3235|Awaiting appraisal.|N|N||N|2022-03-21|2022-06-12
CLM00008825|CLM-2024-3026631|POL0000615|2024-08-25|2024-09-22|2024-09-22|Theft|Theft related loss reported by policyholder|Withdrawn|124648.41|||||Y|N||N|2024-09-22|2025-03-13
CLM00008826|CLM-2024-1810316|POL0000761|2024-10-22|2024-11-18|2024-11-18|Property Damage|Property Damage related loss reported by policyholder|Closed|28972.32|14747.18|2025-07-23||Awaiting appraisal.|N|N||N|2024-11-18|2025-02-22
CLM00008827|CLM-2024-2032051|POL0002702|2020-03-03|2020-03-20|2020-03-20|Hit and Run|Hit and Run related loss reported by policyholder|Settled|72693.48|67426.33|2020-08-09|ADJ2236||N|N||N|2020-03-20|2020-09-14
CLM00008828|CLM-2024-5582144|POL0000074|2019-01-13|2019-02-22|2019-02-22|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|138140.89|||ADJ1819||Y|N||N|2019-02-22|2019-05-12
CLM00008829|CLM-2024-3176914|POL0004020|2022-02-10|2022-02-16|2022-02-16|Cyber Incident|Cyber Incident related loss reported by policyholder|Open|67233.25|||ADJ8540|Initial inspection completed. Damage confirmed.|N|N||N|2022-02-16|2022-06-04
CLM00008830|CLM-2024-5236417|POL0003882|2019-06-26|2019-08-05|2019-08-05|Cyber Incident|Cyber Incident related loss reported by policyholder|Closed|120233.1|87551.19|2019-12-26|ADJ8077|Documentation pending.|N|N||N|2019-08-05|2019-08-14
CLM00008831|CLM-2024-8039602|POL0001018|2021-03-04|2021-04-05|2021-04-05|Tree Fall|Tree Fall related loss reported by policyholder|Pending|8067.38|||ADJ1042||N|N||N|2021-04-05|2021-08-13
CLM00008832|CLM-2024-5753031|POL0004265|2020-11-04|2020-11-25|2020-11-25|Fire|Fire related loss reported by policyholder|Closed|143065.06|67447.88|2021-09-06|ADJ9584||N|N||N|2020-11-25|2021-04-28
CLM00008833|CLM-2024-8032633|POL0004766|2022-07-21|2022-08-16|2022-08-16|Flood|Flood related loss reported by policyholder|Pending|128773.4|||ADJ1654||N|N||N|2022-08-16|2022-11-26
CLM00008834|CLM-2024-9037781|POL0003623|2024-09-28|2024-10-10|2024-10-10|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Pending|27321.82|||ADJ9293|Third party involved.|Y|N||N|2024-10-10|2024-10-31
CLM00008835|CLM-2024-1523942|POL0000318|2022-10-30|2022-11-18|2022-11-18|Hail|Hail related loss reported by policyholder|Open|103668.74|||ADJ6925||N|N||N|2022-11-18|2022-12-02
CLM00008836|CLM-2024-4142238|POL0003633|2020-01-22|2020-02-05|2020-02-05|General Liability|General Liability related loss reported by policyholder|Closed|146890.49|109167.49|2020-02-26|ADJ1076|Initial inspection completed. Damage confirmed.|N|N||N|2020-02-05|2020-05-08
CLM00008837|CLM-2024-6256902|POL0004286|2020-08-16|2020-08-16|2020-08-16|Comprehensive|Comprehensive related loss reported by policyholder|Settled|126522.99|98071.53|2020-10-11|ADJ2439|Initial inspection completed. Damage confirmed.|Y|N||N|2020-08-16|2021-01-16
CLM00008838|CLM-2024-2915920|POL0000505|2023-01-17|2023-01-18|2023-01-18|Theft|Theft related loss reported by policyholder|Withdrawn|123079.6|||ADJ9454||N|N||N|2023-01-18|2023-03-03
CLM00008839|CLM-2024-4383489|POL0001831|2022-08-26|2023-02-11|2023-02-11|Comprehensive|Comprehensive related loss reported by policyholder|Denied|37593.44|||ADJ7704|Awaiting appraisal.|N|N||N|2023-02-11|2023-03-13
CLM00008840|CLM-2024-9428972|POL0003935|2022-04-11|2022-04-26|2022-04-26|Lightning|Lightning related loss reported by policyholder|Open|89710.27|||ADJ7007|Awaiting appraisal.|N|N||N|2022-04-26|2022-05-16
CLM00008841|CLM-2024-2840033|POL0001173|2022-02-17|2022-03-30|2022-03-30|Comprehensive|Comprehensive related loss reported by policyholder|Closed|65262.77|43604.22|2023-07-26|ADJ9601||N|N||N|2022-03-30|2022-03-30
CLM00008842|CLM-2024-2260835|POL0002672|2022-10-04|2022-11-05|2022-11-05|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Denied|82764.29|||ADJ3811||N|N||N|2022-11-05|2023-01-16
CLM00008843|CLM-2024-6316531|POL0004412|2021-01-31|2021-05-01|2021-05-01|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|125615.66|115012.09|2022-09-25|ADJ6216||N|N||N|2021-05-01|2021-08-22
CLM00008844|CLM-2024-2343946|POL0001221|2023-09-04|2023-09-06|2023-09-06|Vandalism|Vandalism related loss reported by policyholder|Closed|35890.83|38222.27|2023-12-13|ADJ5970||N|N||N|2023-09-06|2024-02-16
CLM00008845|CLM-2024-1856824|POL0004255|2020-12-11|2021-01-16|2021-01-16|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|21145.76|10217.3|2021-09-07|ADJ3594||Y|N||N|2021-01-16|2021-02-12
CLM00008846|CLM-2024-5875527|POL0003451|2021-03-01|2021-03-16|2021-03-16|Theft|Theft related loss reported by policyholder|Open|5345.43|||ADJ2721|Documentation pending.|N|N||N|2021-03-16|2021-09-04
CLM00008847|CLM-2024-8843118|POL0001970|2022-12-09|2023-01-09|2023-01-09|Lightning|Lightning related loss reported by policyholder|Withdrawn|36243.18|||ADJ8468||N|N||N|2023-01-09|2023-05-14
CLM00008848|CLM-2024-2196051|POL0002566|2023-10-31|2023-11-20|2023-11-20|Theft|Theft related loss reported by policyholder|Open|74744.22|||ADJ4257|Awaiting appraisal.|N|N||N|2023-11-20|2024-02-21
CLM00008849|CLM-2024-7681736|POL0001491|2020-12-21|2021-01-16|2021-01-16|Flood|Flood related loss reported by policyholder|Under Review|57633.67|||ADJ7907||N|N||N|2021-01-16|2021-03-25
CLM00008850|CLM-2024-7424896|POL0004888|2020-12-27|2021-01-24|2021-01-24|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Under Review||||ADJ5868|Awaiting appraisal.|N|N||N|2021-01-24|2021-05-13
CLM00008851|CLM-2024-6316815|POL0003041|2024-04-13|2024-04-18|2024-04-18|Collision|Collision related loss reported by policyholder|Withdrawn|28893.73|||ADJ9308||N|N||N|2024-04-18|2024-05-25
CLM00008852|CLM-2024-3788704|POL0001060|2020-08-11|2020-08-16|2020-08-16|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|36761.2|||ADJ2505||N|N||N|2020-08-16|2021-01-30
