policy_id,policy_number,customer_id,agent_id,coverage_id,line_of_business,policy_status,effective_date,expiration_date,policy_term_months,annual_premium,monthly_premium,deductible,coverage_limit,payment_plan,cancellation_date,cancellation_reason,underwriting_score,risk_state,created_date,modified_date
"POL0004125","PC-HOM-667245","CUST000064","AGT00165","COV011","Homeowners","Cancelled","2021-09-22","2022-09-17",12,4500.11,375.01,500.00,50000.00,"Quarterly","2022-08-12","Insured Request","429.0","LA","2021-09-22","2023-06-09"
"POL0004126","PC-COM-624787","CUST001196","AGT00191","COV024","Commercial","Cancelled","2021-04-23","2022-04-18",12,57827.58,4818.97,5000.00,1000000.00,"Semi-Annual","2021-06-30","Insured Request",,"MO","2021-04-23","2021-06-02"
"POL0004127","PC-AUT-619494","CUST001430","AGT00010","COV007","Auto","Active","2018-11-28","2019-11-23",12,555.02,46.25,250.00,250000.00,"Monthly",,,"422.0","PA","2018-11-28","2020-01-15"
"POL0004128","PC-HOM-236112","CUST001250","AGT00041","COV012","Homeowners","Expired","2018-06-11","2019-06-06",12,4476.96,373.08,250.00,250000.00,"Semi-Annual",,,"605.0","NE","2018-06-11","2019-10-20"
"POL0004129","PC-AUT-450049","CUST000008","AGT00109","COV001","Auto","Suspended","2019-08-03","2021-07-23",24,4772.80,397.73,5000.00,100000.00,"Annual",,,"548.0","CA","2019-08-03","2021-02-13"
"POL0004130","PC-HOM-424659","CUST001690","AGT00104","COV018","Homeowners","Expired","2020-02-22","2021-02-16",12,5492.76,457.73,1000.00,250000.00,"Quarterly",,,"580.0","PA","2020-02-22","2022-02-13"
"POL0004131","PC-AUT-564882","CUST000944","AGT00114","COV004","Auto","Expired","2022-05-23","2023-05-18",12,3391.99,282.67,250.00,1000000.00,"Semi-Annual",,,"591.0","FL","2022-05-23","2023-11-12"
"POL0004132","PC-HOM-229171","CUST001233","AGT00124","COV014","Homeowners","Cancelled","2021-03-05","2022-02-28",12,1305.88,108.82,2500.00,100000.00,"Monthly","2021-11-30","Non-Payment","866.0","TN","2021-03-05","2022-06-29"
"POL0004133","PC-AUT-783652","CUST000670","AGT00099","COV010","Auto","Active","2021-12-27","2022-12-22",12,4888.76,407.40,5000.00,250000.00,"Annual",,,"896.0","NC","2021-12-27","2022-10-06"
"POL0004134","PC-AUT-602659","CUST000129","AGT00002","COV009","Auto","Suspended","2020-06-04","2021-05-30",12,5348.95,445.75,5000.00,500000.00,"Monthly",,,,"CA","2020-06-04","2020-12-08"
"POL0004135","PC-AUT-447249","CUST001013","AGT00075","COV004","Auto","Active","2020-04-30","2021-04-25",12,5047.73,420.64,500.00,50000.00,"Monthly",,,"515.0","PA","2020-04-30","2020-07-15"
"POL0004136","PC-COM-740277","CUST001131","AGT00173","COV029","Commercial","Suspended","2021-07-08","2022-07-03",12,67187.87,5598.99,250.00,500000.00,"Annual",,,,"NE","2021-07-08","2023-01-12"
"POL0004137","PC-COM-548626","CUST001471","AGT00054","COV021","Commercial","Expired","2020-05-04","2020-10-31",6,45307.07,3775.59,500.00,1000000.00,"Annual",,,"484.0","TX","2020-05-04","2022-01-03"
"POL0004138","PC-AUT-649150","CUST000178","AGT00028","COV005","Auto","Active","2022-02-09","2023-02-04",12,2686.77,223.90,2500.00,250000.00,"Monthly",,,,"NC","2022-02-09","2023-07-31"
"POL0004139","PC-AUT-757170","CUST000169","AGT00149","COV009","Auto","Active","2018-11-14","2019-05-13",6,2176.50,181.38,250.00,500000.00,"Semi-Annual",,,"693.0","PA","2018-11-14","2020-10-13"
"POL0004140","PC-AUT-464266","CUST001783","AGT00075","COV005","Auto","Active","2021-12-23","2022-12-18",12,8118.70,676.56,500.00,250000.00,"Monthly",,,"869.0","AZ","2021-12-23","2021-12-30"
"POL0004141","PC-HOM-725812","CUST001551","AGT00196","COV015","Homeowners","Active","2022-05-18","2022-11-14",6,3415.28,284.61,500.00,100000.00,"Monthly",,,"652.0","AK","2022-05-18","2024-04-03"
"POL0004142","PC-HOM-581509","CUST001437","AGT00103","COV012","Homeowners","Cancelled","2019-09-10","2021-08-30",24,8079.85,673.32,250.00,250000.00,"Monthly","2021-04-23","Non-Payment","901.0","MN","2019-09-10","2020-10-23"
"POL0004143","PC-HOM-868348","CUST001058","AGT00102","COV019","Homeowners","Active","2022-10-04","2023-09-29",12,4156.38,346.37,250.00,250000.00,"Monthly",,,"953.0","CA","2022-10-04","2023-03-03"
"POL0004144","PC-AUT-553216","CUST000204","AGT00119","COV003","Auto","Suspended","2021-02-15","2022-02-10",12,3678.99,306.58,2500.00,50000.00,"Annual",,,"476.0","HI","2021-02-15","2022-10-23"
"POL0004145","PC-AUT-649676","CUST001608","AGT00019","COV001","Auto","Suspended","2019-04-28","2020-04-22",12,526.94,43.91,250.00,100000.00,"Semi-Annual",,,,"WI","2019-04-28","2020-10-22"
"POL0004146","PC-AUT-784190","CUST000611","AGT00108","COV003","Auto","Pending Renewal","2022-08-09","2023-08-04",12,3265.80,272.15,250.00,100000.00,"Semi-Annual",,,"413.0","CA","2022-08-09","2024-03-11"
"POL0004147","PC-AUT-968450","CUST001655","AGT00166","COV007","Auto","Cancelled","2018-06-12","2019-06-07",12,5064.76,422.06,500.00,100000.00,"Monthly","2019-01-22","Non-Payment","670.0","TN","2018-06-12","2019-06-07"
"POL0004148","PC-AUT-843996","CUST001764","AGT00031","COV003","Auto","Active","2021-11-07","2023-10-28",24,1856.69,154.72,1000.00,50000.00,"Monthly",,,"670.0","OH","2021-11-07","2023-06-11"
"POL0004149","PC-HOM-665378","CUST000129","AGT00185","COV018","Homeowners","Cancelled","2021-03-22","2022-03-17",12,6793.23,566.10,500.00,500000.00,"Annual","2021-09-13","Non-Payment",,"WI","2021-03-22","2022-01-25"
"POL0004150","PC-AUT-126078","CUST000898","AGT00059","COV001","Auto","Active","2019-02-01","2021-01-21",24,3953.26,329.44,1000.00,50000.00,"Annual",,,"769.0","KY","2019-02-01","2019-09-21"
"POL0004151","PC-AUT-958713","CUST000727","AGT00038","COV004","Auto","Expired","2018-05-06","2018-11-02",6,6325.73,527.14,1000.00,1000000.00,"Monthly",,,"750.0","WA","2018-05-06","2019-02-01"
"POL0004152","PC-HOM-186153","CUST001520","AGT00144","COV016","Homeowners","Active","2019-02-19","2020-02-14",12,5428.04,452.34,1000.00,100000.00,"Quarterly",,,"949.0","WA","2019-02-19","2019-12-14"
"POL0004153","PC-HOM-467507","CUST000469","AGT00021","COV011","Homeowners","Active","2020-08-09","2021-02-05",6,4256.10,354.68,2500.00,1000000.00,"Monthly",,,"984.0","NY","2020-08-09","2022-05-31"
"POL0004154","PC-HOM-425860","CUST000766","AGT00093","COV012","Homeowners","Expired","2018-07-28","2019-01-24",6,2651.48,220.96,500.00,100000.00,"Quarterly",,,"887.0","CA","2018-07-28","2018-12-07"
"POL0004155","PC-HOM-972161","CUST000632","AGT00060","COV012","Homeowners","Active","2022-05-21","2023-05-16",12,6592.87,549.41,2500.00,250000.00,"Semi-Annual",,,,"TX","2022-05-21","2023-12-30"
"POL0004156","PC-HOM-909694","CUST000309","AGT00064","COV016","Homeowners","Active","2020-12-09","2021-12-04",12,4045.74,337.14,2500.00,50000.00,"Semi-Annual",,,"837.0","GA","2020-12-09","2021-11-01"
"POL0004157","PC-AUT-431783","CUST001230","AGT00119","COV004","Auto","Cancelled","2021-06-06","2022-06-01",12,4490.88,374.24,2500.00,1000000.00,"Quarterly","2022-02-07","Insured Request","502.0","NM","2021-06-06","2021-08-21"
"POL0004158","PC-HOM-369922","CUST001567","AGT00158","COV012","Homeowners","Active","2021-06-01","2021-11-28",6,943.43,78.62,2500.00,1000000.00,"Semi-Annual",,,"972.0","CA","2021-06-01","2022-10-07"
"POL0004159","PC-HOM-133198","CUST001525","AGT00054","COV014","Homeowners","Pending Renewal","2021-10-01","2022-09-26",12,8302.21,691.85,1000.00,500000.00,"Annual",,,"516.0","CA","2021-10-01","2022-05-14"
"POL0004160","PC-HOM-643019","CUST001234","AGT00157","COV018","Homeowners","Suspended","2021-01-01","2021-12-27",12,7135.85,594.65,500.00,100000.00,"Semi-Annual",,,,"KY","2021-01-01","2021-04-27"
"POL0004161","PC-COM-927456","CUST000357","AGT00065","COV025","Commercial","Active","2021-04-23","2021-10-20",6,28092.20,2341.02,1000.00,500000.00,"Quarterly",,,"854.0","FL","2021-04-23","2022-12-28"
"POL0004162","PC-AUT-182960","CUST000603","AGT00063","COV009","Auto","Pending Renewal","2022-02-10","2022-08-09",6,1714.69,142.89,500.00,250000.00,"Semi-Annual",,,"910.0","FL","2022-02-10","2022-03-03"
"POL0004163","PC-COM-504739","CUST001784","AGT00050","COV025","Commercial","Active","2022-08-28","2024-08-17",24,34072.40,2839.37,2500.00,1000000.00,"Monthly",,,"408.0","TX","2022-08-28","2023-02-01"
"POL0004164","PC-HOM-196794","CUST001628","AGT00028","COV013","Homeowners","Active","2022-01-05","2022-12-31",12,2001.69,166.81,2500.00,50000.00,"Quarterly",,,"542.0","NC","2022-01-05","2022-04-02"
"POL0004165","PC-AUT-519561","CUST001438","AGT00058","COV010","Auto","Expired","2021-03-02","2022-02-25",12,8033.77,669.48,250.00,1000000.00,"Monthly",,,"906.0","NV","2021-03-02","2021-04-11"
"POL0004166","PC-AUT-939015","CUST000897","AGT00180","COV005","Auto","Active","2018-08-07","2019-02-03",6,3921.06,326.75,5000.00,500000.00,"Monthly",,,"498.0","TX","2018-08-07","2018-12-16"
"POL0004167","PC-HOM-761046","CUST001653","AGT00077","COV012","Homeowners","Suspended","2018-02-09","2019-02-04",12,1093.34,91.11,500.00,250000.00,"Annual",,,"608.0","CA","2018-02-09","2018-10-08"
"POL0004168","PC-AUT-504286","CUST000192","AGT00007","COV004","Auto","Pending Renewal","2021-04-04","2023-03-25",24,3998.28,333.19,250.00,500000.00,"Quarterly",,,"565.0","TN","2021-04-04","2021-05-16"
"POL0004169","PC-COM-947745","CUST000476","AGT00035","COV029","Commercial","Active","2018-08-10","2019-08-05",12,59925.29,4993.77,5000.00,500000.00,"Semi-Annual",,,"741.0","AZ","2018-08-10","2019-03-17"
"POL0004170","PC-AUT-484490","CUST000741","AGT00099","COV010","Auto","Pending Renewal","2021-11-25","2022-11-20",12,8051.99,671.00,250.00,1000000.00,"Quarterly",,,,"LA","2021-11-25","2023-04-16"
"POL0004171","PC-AUT-308968","CUST000372","AGT00158","COV009","Auto","Active","2020-05-19","2021-05-14",12,6118.45,509.87,2500.00,500000.00,"Semi-Annual",,,"496.0","TN","2020-05-19","2020-11-20"
"POL0004172","PC-AUT-845334","CUST000336","AGT00142","COV002","Auto","Active","2020-06-28","2022-06-18",24,7310.58,609.22,1000.00,50000.00,"Semi-Annual",,,"458.0","AK","2020-06-28","2021-03-14"
"POL0004173","PC-COM-837569","CUST000075","AGT00060","COV025","Commercial","Expired","2019-02-02","2020-01-28",12,35218.94,2934.91,500.00,100000.00,"Annual",,,"705.0","CA","2019-02-02","2020-10-11"
"POL0004174","PC-COM-432361","CUST000302","AGT00142","COV024","Commercial","Active","2022-05-17","2022-11-13",6,42795.31,3566.28,250.00,50000.00,"Annual",,,"418.0","OH","2022-05-17","2023-06-28"
"POL0004175","PC-COM-863477","CUST001348","AGT00191","COV025","Commercial","Suspended","2019-04-30","2020-04-24",12,47399.44,3949.95,5000.00,1000000.00,"Semi-Annual",,,"682.0","TN","2019-04-30","2020-12-01"
"POL0004176","PC-HOM-855269","CUST001359","AGT00032","COV012","Homeowners","Active","2018-08-07","2020-07-27",24,523.28,43.61,250.00,250000.00,"Monthly",,,"985.0","CA","2018-08-07","2018-09-24"
"POL0004177","PC-COM-644073","CUST001290","AGT00131","COV026","Commercial","Active","2021-11-27","2022-11-22",12,9925.13,827.09,2500.00,250000.00,"Quarterly",,,"923.0","OH","2021-11-27","2022-07-03"
"POL0004178","PC-AUT-296495","CUST001722","AGT00062","COV010","Auto","Cancelled","2021-11-09","2022-11-04",12,4701.71,391.81,250.00,100000.00,"Monthly","2022-06-01","Move Out of State","914.0","GA","2021-11-09","2021-11-27"
"POL0004179","PC-HOM-646204","CUST001939","AGT00037","COV013","Homeowners","Cancelled","2018-09-13","2019-09-08",12,4753.48,396.12,500.00,100000.00,"Quarterly","2019-08-16","Fraud Suspected",,"NC","2018-09-13","2020-04-15"
"POL0004180","PC-AUT-182261","CUST000500","AGT00200","COV005","Auto","Active","2021-06-22","2021-12-19",6,6265.83,522.15,5000.00,100000.00,"Annual",,,"753.0","OK","2021-06-22","2022-06-26"
"POL0004181","PC-AUT-903226","CUST000518","AGT00165","COV002","Auto","Pending Renewal","2022-01-07","2023-01-02",12,5592.42,466.04,250.00,50000.00,"Quarterly",,,"594.0","NM","2022-01-07","2022-09-26"
"POL0004182","PC-HOM-327242","CUST001770","AGT00188","COV018","Homeowners","Pending Renewal","2021-02-04","2022-01-30",12,3263.10,271.93,250.00,100000.00,"Monthly",,,"411.0","CA","2021-02-04","2021-08-02"
"POL0004183","PC-COM-663265","CUST000129","AGT00070","COV025","Commercial","Pending Renewal","2019-03-21","2020-03-15",12,70560.39,5880.03,500.00,50000.00,"Monthly",,,"996.0","MN","2019-03-21","2020-11-01"
"POL0004184","PC-HOM-781090","CUST001511","AGT00133","COV019","Homeowners","Expired","2018-03-25","2020-03-14",24,7312.80,609.40,500.00,500000.00,"Quarterly",,,"948.0","CO","2018-03-25","2020-01-02"
"POL0004185","PC-HOM-391506","CUST000573","AGT00021","COV012","Homeowners","Active","2018-03-08","2019-03-03",12,1121.59,93.47,2500.00,1000000.00,"Monthly",,,"522.0","TN","2018-03-08","2019-12-09"
"POL0004186","PC-COM-772479","CUST000740","AGT00075","COV024","Commercial","Active","2018-12-07","2020-11-26",24,11561.06,963.42,1000.00,50000.00,"Monthly",,,,"MN","2018-12-07","2020-11-17"
"POL0004187","PC-COM-542031","CUST000728","AGT00047","COV024","Commercial","Pending Renewal","2022-08-24","2023-08-19",12,66547.81,5545.65,5000.00,50000.00,"Quarterly",,,"790.0","NV","2022-08-24","2023-06-06"
"POL0004188","PC-COM-337206","CUST001616","AGT00129","COV022","Commercial","Active","2021-05-30","2023-05-20",24,61739.07,5144.92,1000.00,500000.00,"Monthly",,,"894.0","TX","2021-05-30","2022-12-25"
"POL0004189","PC-HOM-215230","CUST000683","AGT00095","COV019","Homeowners","Active","2018-02-18","2019-02-13",12,7051.01,587.58,2500.00,50000.00,"Annual",,,"591.0","HI","2018-02-18","2019-08-21"
"POL0004190","PC-AUT-173530","CUST000104","AGT00135","COV002","Auto","Active","2021-01-27","2021-07-26",6,1872.90,156.08,1000.00,250000.00,"Annual",,,"647.0","IN","2021-01-27","2021-11-12"
"POL0004191","PC-AUT-769795","CUST001095","AGT00084","COV010","Auto","Pending Renewal","2022-04-28","2023-04-23",12,5748.90,479.07,250.00,500000.00,"Annual",,,"989.0","MO","2022-04-28","2022-06-19"
"POL0004192","PC-COM-624939","CUST001016","AGT00192","COV022","Commercial","Pending Renewal","2022-09-01","2024-08-21",24,32253.70,2687.81,5000.00,1000000.00,"Semi-Annual",,,,"NM","2022-09-01","2023-10-14"
"POL0004193","PC-COM-250601","CUST000931","AGT00079","COV034","Commercial","Expired","2019-05-01","2019-10-28",6,5006.07,417.17,250.00,1000000.00,"Monthly",,,"445.0","TX","2019-05-01","2019-12-11"
"POL0004194","PC-COM-461767","CUST001882","AGT00170","COV029","Commercial","Suspended","2022-06-19","2024-06-08",24,73681.71,6140.14,500.00,50000.00,"Monthly",,,"473.0","MO","2022-06-19","2023-05-01"
"POL0004195","PC-AUT-521523","CUST000238","AGT00153","COV004","Auto","Active","2022-06-14","2023-06-09",12,4911.07,409.26,250.00,1000000.00,"Monthly",,,"518.0","CA","2022-06-14","2023-04-27"
"POL0004196","PC-COM-917636","CUST000012","AGT00200","COV021","Commercial","Active","2022-03-18","2023-03-13",12,13047.72,1087.31,500.00,500000.00,"Monthly",,,"985.0","NY","2022-03-18","2023-08-22"
"POL0004197","PC-AUT-740774","CUST000998","AGT00108","COV005","Auto","Active","2018-03-26","2019-03-21",12,7967.81,663.98,250.00,100000.00,"Annual",,,"587.0","CA","2018-03-26","2018-12-16"
"POL0004198","PC-AUT-865968","CUST000714","AGT00035","COV005","Auto","Active","2019-05-20","2020-05-14",12,754.21,62.85,250.00,50000.00,"Semi-Annual",,,"912.0","NC","2019-05-20","2019-07-26"
"POL0004199","PC-AUT-397943","CUST000016","AGT00035","COV004","Auto","Suspended","2018-01-15","2020-01-05",24,5288.07,440.67,500.00,100000.00,"Monthly",,,"832.0","OK","2018-01-15","2018-03-04"
"POL0004200","PC-AUT-146528","CUST000804","AGT00184","COV003","Auto","Active","2020-11-03","2021-05-02",6,3158.07,263.17,500.00,500000.00,"Semi-Annual",,,"489.0","MO","2020-11-03","2021-07-01"
"POL0004201","PC-AUT-817809","CUST001674","AGT00143","COV003","Auto","Cancelled","2020-10-07","2021-10-02",12,5574.63,464.55,1000.00,1000000.00,"Quarterly","2021-04-12","Move Out of State","541.0","NM","2020-10-07","2021-02-10"
"POL0004202","PC-AUT-557099","CUST000884","AGT00055","COV010","Auto","Active","2021-04-10","2022-04-05",12,4213.80,351.15,1000.00,250000.00,"Quarterly",,,"444.0","TX","2021-04-10","2021-05-05"
"POL0004203","PC-AUT-392848","CUST001826","AGT00035","COV002","Auto","Active","2022-08-06","2023-08-01",12,4819.23,401.60,250.00,1000000.00,"Annual",,,"493.0","FL","2022-08-06","2024-01-11"
"POL0004204","PC-AUT-223579","CUST001963","AGT00061","COV002","Auto","Active","2019-08-27","2020-08-21",12,7373.65,614.47,250.00,500000.00,"Annual",,,"632.0","NY","2019-08-27","2021-02-19"
"POL0004205","PC-HOM-153839","CUST001243","AGT00085","COV014","Homeowners","Active","2019-05-16","2020-05-10",12,6949.34,579.11,5000.00,500000.00,"Semi-Annual",,,"560.0","OR","2019-05-16","2020-03-08"
"POL0004206","PC-HOM-226475","CUST001373","AGT00088","COV018","Homeowners","Pending Renewal","2020-02-07","2021-02-01",12,8316.87,693.07,250.00,500000.00,"Annual",,,"417.0","TN","2020-02-07","2022-01-19"
"POL0004207","PC-AUT-961504","CUST000487","AGT00005","COV007","Auto","Active","2018-11-03","2019-10-29",12,3202.89,266.91,5000.00,100000.00,"Quarterly",,,,"CA","2018-11-03","2019-06-12"
"POL0004208","PC-AUT-576395","CUST000299","AGT00124","COV002","Auto","Cancelled","2021-07-15","2022-07-10",12,1226.28,102.19,5000.00,250000.00,"Monthly","2022-04-20","Fraud Suspected","951.0","CA","2021-07-15","2023-03-20"
"POL0004209","PC-AUT-755000","CUST000128","AGT00146","COV009","Auto","Active","2020-02-04","2021-01-29",12,2757.77,229.81,1000.00,1000000.00,"Monthly",,,"428.0","TX","2020-02-04","2020-10-24"
"POL0004210","PC-AUT-668262","CUST001152","AGT00149","COV002","Auto","Active","2022-02-21","2022-08-20",6,4390.80,365.90,500.00,500000.00,"Annual",,,,"MO","2022-02-21","2023-10-09"
"POL0004211","PC-HOM-750643","CUST000849","AGT00088","COV018","Homeowners","Suspended","2019-04-07","2020-04-01",12,2557.51,213.13,250.00,1000000.00,"Semi-Annual",,,"668.0","TN","2019-04-07","2019-11-02"
"POL0004212","PC-AUT-795260","CUST000182","AGT00054","COV005","Auto","Suspended","2018-06-14","2020-06-03",24,2497.15,208.10,1000.00,50000.00,"Annual",,,"488.0","WA","2018-06-14","2018-08-18"
"POL0004213","PC-AUT-976606","CUST000529","AGT00048","COV003","Auto","Expired","2020-08-28","2021-08-23",12,1170.55,97.55,250.00,50000.00,"Annual",,,"401.0","NC","2020-08-28","2020-12-16"
"POL0004214","PC-AUT-114836","CUST000861","AGT00032","COV002","Auto","Active","2018-10-02","2020-09-21",24,3333.72,277.81,5000.00,500000.00,"Quarterly",,,,"KY","2018-10-02","2019-12-09"
"POL0004215","PC-HOM-873112","CUST000316","AGT00135","COV015","Homeowners","Active","2022-02-09","2023-02-04",12,2882.21,240.18,250.00,100000.00,"Monthly",,,"926.0","CA","2022-02-09","2023-11-28"
"POL0004216","PC-COM-640027","CUST001049","AGT00097","COV025","Commercial","Active","2020-09-04","2021-08-30",12,53672.56,4472.71,500.00,500000.00,"Monthly",,,"860.0","OH","2020-09-04","2021-03-15"
"POL0004217","PC-COM-145676","CUST000728","AGT00184","COV034","Commercial","Expired","2020-03-07","2020-09-03",6,70035.71,5836.31,2500.00,1000000.00,"Semi-Annual",,,"587.0","MO","2020-03-07","2021-07-02"
"POL0004218","PC-COM-286212","CUST001033","AGT00190","COV024","Commercial","Active","2019-08-29","2020-08-23",12,55735.25,4644.60,2500.00,250000.00,"Monthly",,,"886.0","CA","2019-08-29","2021-03-06"
"POL0004219","PC-HOM-132822","CUST000889","AGT00180","COV018","Homeowners","Suspended","2020-12-28","2021-12-23",12,6239.58,519.97,500.00,100000.00,"Quarterly",,,"667.0","TX","2020-12-28","2021-01-23"
"POL0004220","PC-AUT-161035","CUST001301","AGT00200","COV003","Auto","Active","2018-06-09","2018-12-06",6,7719.03,643.25,2500.00,1000000.00,"Monthly",,,"438.0","CA","2018-06-09","2020-04-29"
"POL0004221","PC-HOM-814685","CUST000738","AGT00004","COV011","Homeowners","Expired","2020-06-22","2021-06-17",12,5752.67,479.39,5000.00,500000.00,"Semi-Annual",,,,"TX","2020-06-22","2021-05-04"
"POL0004222","PC-COM-287584","CUST000945","AGT00017","COV034","Commercial","Cancelled","2022-01-09","2023-01-04",12,60435.15,5036.26,2500.00,500000.00,"Annual","2022-11-22","Move Out of State","971.0","AK","2022-01-09","2023-09-15"
"POL0004223","PC-COM-631783","CUST001118","AGT00059","COV024","Commercial","Pending Renewal","2022-10-03","2023-09-28",12,41574.43,3464.54,2500.00,1000000.00,"Quarterly",,,"808.0","TX","2022-10-03","2023-12-31"
"POL0004224","PC-HOM-197582","CUST001502","AGT00065","COV016","Homeowners","Active","2019-03-12","2020-03-06",12,5983.16,498.60,500.00,500000.00,"Quarterly",,,"991.0","AZ","2019-03-12","2020-03-22"
"POL0004225","PC-COM-564826","CUST001328","AGT00151","COV022","Commercial","Active","2018-08-08","2020-07-28",24,12316.00,1026.33,2500.00,500000.00,"Semi-Annual",,,"934.0","FL","2018-08-08","2020-04-23"
"POL0004226","PC-HOM-689504","CUST001288","AGT00133","COV013","Homeowners","Expired","2020-09-29","2021-09-24",12,6873.02,572.75,5000.00,500000.00,"Semi-Annual",,,"949.0","AZ","2020-09-29","2020-09-30"
"POL0004227","PC-AUT-368396","CUST000673","AGT00177","COV003","Auto","Active","2019-08-12","2020-08-06",12,6589.53,549.13,1000.00,250000.00,"Monthly",,,"588.0","FL","2019-08-12","2020-09-28"
"POL0004228","PC-HOM-624013","CUST000219","AGT00031","COV018","Homeowners","Suspended","2019-06-23","2021-06-12",24,4824.52,402.04,500.00,50000.00,"Annual",,,"996.0","AZ","2019-06-23","2021-03-05"
"POL0004229","PC-AUT-193587","CUST001136","AGT00083","COV004","Auto","Active","2021-02-16","2022-02-11",12,7917.73,659.81,2500.00,50000.00,"Monthly",,,"953.0","AZ","2021-02-16","2021-04-05"
"POL0004230","PC-HOM-385693","CUST000925","AGT00082","COV016","Homeowners","Expired","2022-09-15","2023-09-10",12,881.48,73.46,5000.00,500000.00,"Monthly",,,"874.0","CA","2022-09-15","2022-11-25"
"POL0004231","PC-AUT-257332","CUST001385","AGT00128","COV009","Auto","Expired","2022-04-29","2023-04-24",12,7194.44,599.54,2500.00,100000.00,"Semi-Annual",,,"808.0","WI","2022-04-29","2023-09-20"
"POL0004232","PC-AUT-666521","CUST001261","AGT00195","COV002","Auto","Suspended","2022-08-27","2023-08-22",12,1102.79,91.90,250.00,50000.00,"Monthly",,,"986.0","HI","2022-08-27","2023-06-03"
"POL0004233","PC-AUT-128587","CUST001136","AGT00116","COV001","Auto","Active","2022-12-01","2023-11-26",12,1994.43,166.20,500.00,100000.00,"Monthly",,,"818.0","CO","2022-12-01","2024-04-20"
"POL0004234","PC-COM-185677","CUST000916","AGT00111","COV021","Commercial","Active","2018-02-19","2020-02-09",24,53962.13,4496.84,500.00,500000.00,"Annual",,,,"CA","2018-02-19","2019-02-28"
"POL0004235","PC-AUT-750048","CUST001204","AGT00060","COV005","Auto","Active","2022-12-03","2024-11-22",24,4905.32,408.78,5000.00,100000.00,"Annual",,,"448.0","NV","2022-12-03","2024-05-28"
"POL0004236","PC-COM-275917","CUST001678","AGT00193","COV022","Commercial","Active","2018-07-28","2019-07-23",12,59620.34,4968.36,1000.00,250000.00,"Monthly",,,"635.0","HI","2018-07-28","2019-02-14"
"POL0004237","PC-AUT-199979","CUST001388","AGT00093","COV010","Auto","Active","2022-09-27","2024-09-16",24,6027.69,502.31,5000.00,100000.00,"Semi-Annual",,,"863.0","NC","2022-09-27","2023-05-04"
"POL0004238","PC-COM-999601","CUST000998","AGT00001","COV021","Commercial","Active","2021-04-28","2022-04-23",12,45814.91,3817.91,2500.00,50000.00,"Annual",,,,"CA","2021-04-28","2022-04-25"
"POL0004239","PC-HOM-267726","CUST000125","AGT00186","COV016","Homeowners","Cancelled","2018-07-23","2020-07-12",24,4984.55,415.38,1000.00,50000.00,"Monthly","2019-03-29","Fraud Suspected",,"TX","2018-07-23","2020-04-07"
"POL0004240","PC-HOM-711182","CUST000048","AGT00069","COV015","Homeowners","Suspended","2018-01-28","2019-01-23",12,6542.56,545.21,500.00,500000.00,"Quarterly",,,"519.0","KY","2018-01-28","2018-07-11"
"POL0004241","PC-AUT-509564","CUST000048","AGT00174","COV007","Auto","Active","2018-04-26","2019-04-21",12,3965.39,330.45,2500.00,50000.00,"Monthly",,,"592.0","NC","2018-04-26","2019-01-29"
"POL0004242","PC-HOM-523747","CUST000147","AGT00154","COV012","Homeowners","Active","2019-07-11","2020-07-05",12,2197.25,183.10,5000.00,100000.00,"Monthly",,,"621.0","OH","2019-07-11","2021-03-08"
"POL0004243","PC-COM-169237","CUST000086","AGT00106","COV029","Commercial","Active","2022-04-19","2023-04-14",12,57916.01,4826.33,2500.00,100000.00,"Monthly",,,"784.0","MO","2022-04-19","2022-06-17"
"POL0004244","PC-AUT-466356","CUST000186","AGT00152","COV010","Auto","Active","2018-03-24","2019-03-19",12,3031.34,252.61,5000.00,500000.00,"Monthly",,,"496.0","TX","2018-03-24","2019-09-03"
"POL0004245","PC-HOM-107466","CUST001717","AGT00009","COV019","Homeowners","Active","2020-02-13","2021-02-07",12,6312.68,526.06,500.00,500000.00,"Annual",,,"740.0","TX","2020-02-13","2020-08-26"
"POL0004246","PC-COM-543327","CUST000757","AGT00010","COV034","Commercial","Active","2018-12-17","2019-06-15",6,5018.39,418.20,250.00,100000.00,"Monthly",,,"899.0","HI","2018-12-17","2019-02-04"
"POL0004247","PC-COM-591863","CUST000683","AGT00078","COV029","Commercial","Active","2018-11-26","2019-11-21",12,13390.09,1115.84,500.00,250000.00,"Annual",,,"530.0","TX","2018-11-26","2019-10-08"
"POL0004248","PC-AUT-326279","CUST001466","AGT00185","COV009","Auto","Active","2022-01-10","2023-01-05",12,5004.56,417.05,250.00,100000.00,"Semi-Annual",,,"513.0","TX","2022-01-10","2022-10-24"
"POL0004249","PC-COM-599025","CUST000288","AGT00121","COV021","Commercial","Suspended","2019-08-12","2020-08-06",12,55227.50,4602.29,250.00,100000.00,"Quarterly",,,"839.0","CA","2019-08-12","2021-04-02"
"POL0004250","PC-COM-822684","CUST001866","AGT00035","COV025","Commercial","Cancelled","2022-01-23","2022-07-22",6,23180.90,1931.74,1000.00,50000.00,"Semi-Annual","2022-07-08","Underwriting","928.0","TX","2022-01-23","2022-07-01"
